Full name,Price Group,Cameo video price,Wikipedia,FF Celebrity rating,FF Main category rating,Catergory_Actors,Catergory_Artists,Catergory_Athletes,Catergory_Business People,Catergory_Chefs,Catergory_Comedians,Catergory_Models,Catergory_Musicians,Catergory_Personalities,Catergory_Public Figures,Catergory_Writers,Actuals,Predictions
Kimberley Locke,$50.01-100.00,70.0,160,59405.0,7049,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$25.01-50.00
Kody Clemens,$25.01-50.00,40.0,97,103984.0,1810,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Elon Gold,$50.01-100.00,54.0,76,77172.0,13464,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Candace Nelson,$50.01-100.00,100.0,950,41786.0,8179,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$50.01-100.00
Brian Billick,$100.01-250.00,150.0,177,27906.0,886,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$25.01-50.00
Uncle Louie,$10.01-25.00,25.0,82,167675.0,28952,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$25.01-50.00
Shannon Stewart,$10.01-25.00,25.0,27,167675.0,3194,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Stuart Zagnit,$10.01-25.00,25.0,16,167675.0,28952,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Tommy Craig,$10.01-25.00,25.0,28,167675.0,16139,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Lucas Hoge,$10.01-25.00,25.0,24,167675.0,19141,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$25.01-50.00
Bubba Thompson,$10.01-25.00,25.0,37,167675.0,3194,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Scott Krinsky,$25.01-50.00,50.0,88,83874.0,16075,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Dekoda Watson,$25.01-50.00,50.0,33,83874.0,3006,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
DeAndre Washington,$25.01-50.00,50.0,157,83874.0,3006,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Jack Salvatore Jr.,$10.01-25.00,19.0,20,221347.0,35561,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Josh Franceschi,$50.01-100.00,65.0,85,64792.0,7736,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$25.01-50.00
Patricia Kara,$25.01-50.00,40.0,123,105386.0,15629,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Hedvig Lindahl,$50.01-100.00,60.0,51,70401.0,5318,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Lisa Lisa,$100.01-250.00,200.0,377,21131.0,2342,0,0,0,0,0,0,0,1,0,0,0,$100.01-250.00,$50.01-100.00
Clark Beckham,$50.01-100.00,69.0,38,61362.0,7292,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$25.01-50.00
Clark Beckham,$50.01-100.00,69.0,38,61362.0,7292,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$25.01-50.00
Torry Holt,$100.01-250.00,150.0,245,28239.0,901,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$100.01-250.00
Ghastly,$25.01-50.00,50.0,30,84722.0,10178,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Justin Bailey,$25.01-50.00,45.0,80,94261.0,1175,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Eddie Trunk,$50.01-100.00,75.0,129,56641.0,11127,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$25.01-50.00
Molly Taylor,$10.01-25.00,20.0,18,213266.0,34586,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Lisa Zimmermann,$10.01-25.00,20.0,3,213266.0,126,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Devin Gray,$10.01-25.00,20.0,13,213266.0,7489,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Chris Freeman,$10.01-25.00,20.0,14,213266.0,34586,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Joe Santagato,$50.01-100.00,95.0,143,44925.0,8849,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$25.01-50.00
Harrison Houde,$25.01-50.00,35.0,45,122012.0,16608,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Kieren Jack,$25.01-50.00,40.0,44,106811.0,224,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Jeff Maxwell,$50.01-100.00,75.0,71,57016.0,11195,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$25.01-50.00
Bob Guiney,$100.01-250.00,110.0,139,38878.0,7609,0,0,0,0,0,0,0,0,0,1,0,$100.01-250.00,$25.01-50.00
Neil Newbon,$25.01-50.00,39.0,60,109734.0,15903,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Joe Andruzzi,$25.01-50.00,50.0,35,85600.0,3079,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Bronson Webb,$25.01-50.00,50.0,166,85600.0,14168,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Dion Dawkins,$25.01-50.00,50.0,214,85600.0,3079,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Devon Kennard,$25.01-50.00,50.0,58,85600.0,3079,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Antonio Alfonseca,$25.01-50.00,50.0,64,85600.0,1433,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Fred Kerley,$25.01-50.00,45.0,41,95367.0,554,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Mindi Abair,$50.01-100.00,70.0,79,61362.0,7292,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$50.01-100.00
Rex Linn,$100.01-250.00,150.0,443,28636.0,7585,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$25.01-50.00
Greg Coleman,$25.01-50.00,30.0,22,143196.0,91,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Sam Riggs,$25.01-50.00,30.0,27,143196.0,16704,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Greg Berg,$25.01-50.00,30.0,32,143196.0,17705,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Ben Carey,$25.01-50.00,30.0,25,143196.0,16704,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Dillon Powers,$25.01-50.00,30.0,80,143196.0,13216,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Holiday Sidewinder,$25.01-50.00,30.0,108,143196.0,16704,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Newton Faulkner,$100.01-250.00,105.0,112,40919.0,4783,0,0,0,0,0,0,0,1,0,0,0,$100.01-250.00,$25.01-50.00
David Njoku,$100.01-250.00,200.0,191,21489.0,649,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$25.01-50.00
Kyle Prater,$10.01-25.00,25.0,10,172049.0,6252,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Shenseea,$100.01-250.00,150.0,357,28707.0,3268,0,0,0,0,0,0,0,1,0,0,0,$100.01-250.00,$25.01-50.00
Willie McGee,$50.01-100.00,85.0,283,50732.0,772,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Pete Alonso,$100.01-250.00,250.0,1381,17266.0,173,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$50.01-100.00
Jaycie Johnson,$10.01-25.00,12.0,3,360193.0,41438,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Hugh Sheridan,$50.01-100.00,70.0,194,61759.0,12117,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$25.01-50.00
Denise Stapley,$25.01-50.00,50.0,136,86478.0,2977,0,0,0,0,0,0,0,0,1,0,0,$25.01-50.00,$25.01-50.00
Brett Myers,$25.01-50.00,50.0,64,86478.0,1453,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Jamison Newlander,$50.01-100.00,75.0,575,57696.0,11595,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Dylan Schneider,$25.01-50.00,40.0,14,108243.0,12924,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Joel Iyiegbuniwe,$25.01-50.00,40.0,20,108243.0,3987,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Mary Beth Evans,$50.01-100.00,100.0,164,43328.0,8487,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$25.01-50.00
Lewis Thorpe,$5.01-10.00,10.0,86,433867.0,7771,0,0,1,0,0,0,0,0,0,0,0,$5.01-10.00,$5.01-10.00
Jon Jenkins,$5.01-10.00,10.0,3,433867.0,56116,0,0,0,0,0,0,0,0,0,1,0,$5.01-10.00,$10.01-25.00
Sardar Khan,$5.01-10.00,10.0,7,433867.0,56116,0,0,0,0,0,0,0,0,0,1,0,$5.01-10.00,$10.01-25.00
D. S. Bradford,$5.01-10.00,10.0,0,433867.0,36258,0,0,0,0,0,0,0,1,0,0,0,$5.01-10.00,$25.01-50.00
Ben Loomis,$5.01-10.00,10.0,2,433867.0,6517,0,0,1,0,0,0,0,0,0,0,0,$5.01-10.00,$10.01-25.00
David Reyes,$5.01-10.00,10.0,4,433867.0,56116,0,0,0,0,0,0,0,0,0,1,0,$5.01-10.00,$10.01-25.00
Allen Guevara,$5.01-10.00,10.0,3,433867.0,52060,0,0,1,0,0,0,0,0,0,0,0,$5.01-10.00,$10.01-25.00
Benjamin Maio Mackay,$5.01-10.00,10.0,4,433867.0,56116,0,0,0,0,0,0,0,0,0,1,0,$5.01-10.00,$10.01-25.00
Ava Cantrell,$25.01-50.00,35.0,24,124000.0,22609,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Anya Marina,$25.01-50.00,45.0,68,96527.0,11557,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Lyfe Jennings,$100.01-250.00,200.0,200,21742.0,2424,0,0,0,0,0,0,0,1,0,0,0,$100.01-250.00,$25.01-50.00
Chase Edmonds,$50.01-100.00,70.0,74,62185.0,2157,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Cole Walliser,$10.01-25.00,14.0,106,311339.0,45177,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Randy Jackson,$500.01-1000.00,750.0,731,5818.0,835,0,0,0,0,0,0,0,0,0,1,0,$500.01-1000.00,$50.01-100.00
Frank Nicotero,$10.01-25.00,24.0,17,181829.0,782,0,0,0,0,0,1,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Ron Kittle,$25.01-50.00,42.0,63,103984.0,1810,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Marcus Thames,$25.01-50.00,50.0,98,87360.0,1468,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Alex Boniello,$25.01-50.00,50.0,123,87360.0,3015,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Aaron Karo,$10.01-25.00,19.0,14,230115.0,854,0,0,0,0,0,1,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Harry Gurney,$25.01-50.00,30.0,58,146192.0,1184,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Ace Von Johnson,$25.01-50.00,30.0,50,146192.0,17007,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Dan Gilvezan,$25.01-50.00,40.0,57,109734.0,15903,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Emily Lazar,$25.01-50.00,40.0,73,109734.0,13092,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Chazz Woodson,$10.01-25.00,15.0,12,292802.0,39,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
PC Siqueira & Lulinha,$10.01-25.00,15.0,34,292802.0,274,0,0,0,0,0,0,0,0,1,0,0,$10.01-25.00,$25.01-50.00
Danny Washbrook,$10.01-25.00,15.0,6,292802.0,3945,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Tegan Philip,$10.01-25.00,15.0,26,292802.0,90,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Justin Knox,$10.01-25.00,15.0,5,292802.0,6337,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Sandro Dias,$10.01-25.00,15.0,10,292802.0,3249,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Dustin Kensrue,$50.01-100.00,100.0,112,43925.0,8628,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$25.01-50.00
Jaylon Smith,$250.01-500.00,300.0,339,14650.0,419,0,0,1,0,0,0,0,0,0,0,0,$250.01-500.00,$50.01-100.00
Pablo Montero,$50.01-100.00,75.0,146,58669.0,6955,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$25.01-50.00
Tom Lehman,$50.01-100.00,100.0,206,44107.0,128,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Johnny Townsend,$25.01-50.00,35.0,35,126043.0,4656,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Sandra Gal,$25.01-50.00,50.0,49,88264.0,281,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Chris Cormier,$25.01-50.00,50.0,81,88264.0,16861,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$10.01-25.00
Joel Gertner,$25.01-50.00,50.0,54,88264.0,1117,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Zack Golditch,$25.01-50.00,50.0,6,88264.0,3170,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Tyler Catalina,$10.01-25.00,25.0,8,176773.0,6395,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Ira heiden,$10.01-25.00,25.0,29,176773.0,19121,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Diontae Spencer,$10.01-25.00,25.0,53,176773.0,66,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Derrick James,$10.01-25.00,25.0,10,176773.0,30127,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Charlotte Devaney,$10.01-25.00,25.0,47,176773.0,19988,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$10.01-25.00
Lauren Arnell,$10.01-25.00,20.0,12,221347.0,962,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Luke McMaster,$10.01-25.00,20.0,9,221347.0,23727,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$10.01-25.00
Brian Lopes,$10.01-25.00,20.0,16,221347.0,560,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
John Roberson,$10.01-25.00,20.0,19,221347.0,4878,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Darius Victor,$10.01-25.00,20.0,10,221347.0,7743,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Jo Ankier,$10.01-25.00,20.0,11,221347.0,120,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Jeff Frye,$10.01-25.00,20.0,39,221347.0,4258,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Darcy Sharpe,$10.01-25.00,20.0,4,221347.0,35561,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Marcel Somerville,$100.01-250.00,125.0,181,35465.0,6876,0,0,0,0,0,0,0,0,0,1,0,$100.01-250.00,$25.01-50.00
Lisa Rieffel,$100.01-250.00,120.0,221,36960.0,8891,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$25.01-50.00
Melanie Fiona,$100.01-250.00,150.0,197,29596.0,3376,0,0,0,0,0,0,0,1,0,0,0,$100.01-250.00,$25.01-50.00
TeeFLii,$50.01-100.00,55.0,45,80725.0,9704,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$25.01-50.00
Scott McGregor,$50.01-100.00,79.0,19,56295.0,463,0,0,0,0,0,0,1,0,0,0,0,$50.01-100.00,$25.01-50.00
Steven Cree,$50.01-100.00,89.0,238,49975.0,1625,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Nathan Foley,$25.01-50.00,40.0,87,111285.0,13277,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Mick Quinn,$25.01-50.00,40.0,58,111285.0,13277,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Torae,$25.01-50.00,40.0,22,111285.0,13277,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Hassan Johnson,$50.01-100.00,100.0,289,44515.0,8752,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$50.01-100.00
Barrett Baber,$25.01-50.00,50.0,15,89214.0,10686,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Philip Sayce,$25.01-50.00,50.0,58,89214.0,10686,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$10.01-25.00
Larry Foote,$25.01-50.00,50.0,38,89214.0,3207,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Avery Williamson,$25.01-50.00,50.0,82,89214.0,3207,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Michael van Wijk,$50.01-100.00,99.0,95,45112.0,1439,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Petra Haden,$50.01-100.00,99.0,180,45112.0,5279,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$25.01-50.00
Nestor Serrano,$50.01-100.00,100.0,233,44715.0,9985,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Steve Atwater,$100.01-250.00,127.0,225,35238.0,1168,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$100.01-250.00
Edwin Cerrillo,$25.01-50.00,30.0,13,149285.0,13944,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Lawrence Saint-Victor,$25.01-50.00,30.0,30,149285.0,5066,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Jordan Pruitt,$50.01-100.00,75.0,119,59786.0,7095,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$25.01-50.00
Nate Pearson,$25.01-50.00,35.0,851,128206.0,2311,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Mark Few,$100.01-250.00,200.0,60,22459.0,110,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$25.01-50.00
Gino Torretta,$50.01-100.00,100.0,99,44925.0,1520,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Robert Mathis,$100.01-250.00,125.0,154,35976.0,1195,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$50.01-100.00
Petr Mrazek,$50.01-100.00,79.0,198,57016.0,539,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Brandon Curry,$25.01-50.00,50.0,1053,90152.0,17196,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$50.01-100.00
Trista Sutter,$100.01-250.00,250.0,407,18038.0,3275,0,0,0,0,0,0,0,0,0,1,0,$100.01-250.00,$25.01-50.00
Konshens,$50.01-100.00,100.0,86,45112.0,5279,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$25.01-50.00
Ray Abruzzo,$50.01-100.00,74.0,203,60968.0,11962,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$25.01-50.00
Sandy Fox,$50.01-100.00,60.0,95,75209.0,13304,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Mark Messier,$250.01-500.00,300.0,574,15042.0,46,0,0,1,0,0,0,0,0,0,0,0,$250.01-500.00,$25.01-50.00
Bryce Soderberg,$25.01-50.00,44.0,34,102616.0,12250,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Dan Otero,$25.01-50.00,40.0,67,112933.0,1997,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Luke Donald,$100.01-250.00,149.0,309,30394.0,77,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$50.01-100.00
Ron Cey,$50.01-100.00,100.0,168,45324.0,663,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Brad Johnson,$100.01-250.00,200.0,276,22664.0,701,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$100.01-250.00
Elizabeth Manley,$25.01-50.00,47.0,56,96527.0,193,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Willie Roaf,$50.01-100.00,75.0,75,60558.0,2101,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Elijah Blake,$50.01-100.00,75.0,56,60558.0,7188,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$25.01-50.00
Sage Rosenfels,$50.01-100.00,75.0,50,60558.0,2101,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Dominique Blake,$10.01-25.00,25.0,7,181829.0,1458,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Christine Allado,$10.01-25.00,25.0,108,181829.0,20422,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$10.01-25.00
Amber Balcaen,$10.01-25.00,25.0,0,181829.0,272,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Zach Green,$0.00-5.00,5.0,17,910416.0,79333,0,0,0,0,0,0,0,0,0,1,0,$0.00-5.00,$10.01-25.00
Kevin Lyttle,$50.01-100.00,100.0,129,45545.0,5329,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$25.01-50.00
Sheldon Day,$25.01-50.00,50.0,53,91151.0,3286,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Rebekkah Brunson,$25.01-50.00,50.0,92,91151.0,2192,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Corn Elder,$25.01-50.00,50.0,36,91151.0,3286,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Lauren Gardner,$25.01-50.00,45.0,91,101357.0,18991,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Edgardo Alfonzo,$25.01-50.00,45.0,52,101357.0,1748,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Elgin Baylor,$250.01-500.00,422.0,757,10809.0,287,0,0,1,0,0,0,0,0,0,0,0,$250.01-500.00,$50.01-100.00
Elise Testone,$25.01-50.00,35.0,29,130420.0,15350,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Josh Devine,$25.01-50.00,35.0,40,130420.0,15350,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Carolina Ravassa,$50.01-100.00,70.0,114,65284.0,12362,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Kaili Vernoff,$25.01-50.00,30.0,22,152593.0,18112,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Rodrigo Nehme,$25.01-50.00,30.0,14,152593.0,26838,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Betsy Russell,$100.01-250.00,225.0,579,20373.0,6049,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$50.01-100.00
Jordan Nwora,$25.01-50.00,40.0,41,114618.0,2667,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Jessimae Peluso,$50.01-100.00,75.0,128,61362.0,473,0,0,0,0,0,1,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Kayla Alexander,$10.01-25.00,20.0,53,230115.0,5062,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Joon Lee,$10.01-25.00,20.0,14,230115.0,36602,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Jayden Laverde,$10.01-25.00,20.0,22,230115.0,1027,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Mat Stevenson,$10.01-25.00,20.0,17,230115.0,36602,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Kerri Louise,$10.01-25.00,20.0,11,230115.0,36602,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Demone Harris,$10.01-25.00,20.0,21,230115.0,7955,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Trevor Hendy,$10.01-25.00,20.0,17,230115.0,36602,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Nicholas Downs,$10.01-25.00,20.0,15,230115.0,20789,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
King James,$10.01-25.00,20.0,14,230115.0,24451,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$10.01-25.00
Conner Greene,$10.01-25.00,20.0,17,230115.0,4409,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Todd Hazelwood,$10.01-25.00,20.0,13,230115.0,607,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Frankie Perez,$10.01-25.00,20.0,14,230115.0,2038,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Antoine Harris,$25.01-50.00,50.0,19,92125.0,3325,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Bill Chott,$25.01-50.00,50.0,67,92125.0,14659,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
James Huling,$25.01-50.00,50.0,226,92125.0,17550,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$50.01-100.00
Geoff Jenkins,$25.01-50.00,39.0,46,118187.0,2097,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Pat Green,$50.01-100.00,100.0,125,46163.0,5405,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$50.01-100.00
Cocoa Brown,$50.01-100.00,100.0,134,46163.0,1477,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Arash Markazi,$10.01-25.00,24.0,29,192911.0,32156,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Joe Avati,$10.01-25.00,24.0,26,192911.0,32156,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
